enc;p5_1;p5_2;p5_3;p5_4;p5_5;p5_6;p5_7;p5_8;p5_9;p5_10;p5_11;p7_1;p7_2;p7_3;p7_4;p7_5;p7_6;p7_7;p8
8056;10;10;10;10;10;9;10;10;10;10;10;7;10;8;10;10;9;10;8
8057;8;8;7;8;4;8;6;5;8;7;8;7;7;7;7;6;6;7;7
8058;8;5;7;8;4;3;6;10;9;10;2;10;8;10;10;8;8;10;10
8059;8;9;8;9;8;8;8;6;8;8;8;4;7;8;7;4;4;5;7
8060;6;8;8;9;5;9;9;10;10;8;10;9;8;7;8;7;7;8;7
8061;5;8;8;9;5;9;8;4;9;8;9;8;9;8;10;10;10;8;9
8062;9;9;9;9;6;9;9;9;9;9;9;5;5;7;8;3;3;7;10
8063;8;8;8;8;5;7;8;7;8;8;8;9;7;7;7;7;8;10;9
8064;9;10;9;10;8;7;10;8;10;8;9;10;10;5;10;5;5;10;9
8065;8;8;9;9;9;9;8;7;8;9;9;9;8;10;10;6;7;9;8
8066;8;8;9;8;7;9;9;8;9;9;9;9;8;8;9;10;10;10;10
8067;8;7;9;9;4;8;9;10;8;9;8;8;9;9;9;8;10;10;9
8068;6;10;7;9;5;8;9;8;8;8;8;6;7;9;9;4;4;10;7
8069;9;8;9;10;9;9;10;9;8;8;9;10;9;10;10;10;10;10;10
8070;8;9;10;8;6;10;9;9;8;9;10;8;7;8;9;10;9;9;10
8071;8;7;7;8;9;9;8;9;10;10;10;7;9;7;8;7;6;9;7
8072;10;10;10;10;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8073;8;8;8;9;10;9;9;10;10;10;10;7;7;8;10;10;8;8;7
8074;7;6;8;7;8;9;9;10;10;8;8;8;8;7;7;8;9;10;10
8075;8;8;8;8;8;8;8;8;8;8;8;8;4;5;8;6;6;9;8
8076;1;3;4;4;1;6;6;7;5;1;1;10;10;9;8;6;6;10;5
8077;1;3;1;1;1;2;3;6;4;1;1;5;9;9;8;7;9;9;5
8078;7;6;7;7;8;7;9;9;9;9;9;10;9;8;9;9;9;9;5
8079;2;2;3;2;3;5;4;7;10;8;5;4;2;9;6;9;9;6;4
8080;8;9;7;6;5;5;7;10;9;5;10;5;8;10;9;8;7;10;6
8081;7;6;7;6;1;7;8;4;7;8;7;8;5;6;6;7;6;8;6
8082;10;9;9;10;9;9;9;9;9;10;9;8;8;8;10;5;5;10;8
8104;10;10;10;10;10;10;10;10;10;10;10;5;4;4;8;3;7;9;8
8105;7;8;8;8;8;7;7;7;8;8;8;8;8;8;9;7;7;9;9
8106;7;8;8;8;7;9;9;8;7;8;9;8;9;9;9;8;8;10;10
8107;10;10;10;10;7;9;9;10;10;10;10;8;9;10;10;10;10;10;9
8108;7;9;9;9;1;9;8;10;10;9;9;9;9;9;9;9;9;9;9
8109;7;6;6;7;1;7;6;9;6;7;7;6;6;7;7;7;7;7;7
8110;8;8;8;10;1;9;9;9;9;9;9;9;9;9;9;9;9;9;8
8111;10;10;10;9;9;10;10;10;10;10;10;10;10;10;10;10;10;9;10
8112;9;10;9;9;8;8;8;9;9;9;9;9;8;9;9;9;9;9;9
8113;10;10;10;10;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8114;9;10;10;10;2;10;10;8;10;10;10;9;9;10;10;10;10;10;9
8115;5;6;6;6;1;6;6;3;8;6;5;5;8;9;8;5;7;7;7
8116;9;9;9;9;1;9;9;8;9;9;9;8;8;7;7;8;8;9;9
8117;10;8;10;10;10;10;10;8;10;10;10;10;10;10;10;10;10;10;8
8118;10;10;10;10;4;10;10;10;10;10;10;7;9;10;10;10;10;10;10
8119;5;2;9;10;10;10;5;10;10;10;10;9;7;10;10;10;8;10;10
8120;8;8;8;7;1;9;10;7;7;9;10;8;7;7;7;6;6;6;7
8121;4;10;10;10;1;9;10;8;10;10;10;10;10;10;10;10;10;10;9
8122;8;10;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9
8123;5;9;9;9;3;7;7;9;9;9;9;8;5;5;5;5;5;7;7
8124;7;8;8;10;10;10;10;5;10;8;9;10;10;10;10;10;10;10;10
8125;10;10;10;10;5;7;6;6;7;8;9;6;8;10;9;10;9;7;9
8126;10;9;9;10;10;8;9;10;10;9;10;10;10;10;10;10;10;10;10
8127;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8128;10;10;10;10;10;10;10;10;10;10;10;8;8;9;10;8;10;10;10
8129;9;8;8;9;6;9;9;8;10;9;8;8;9;10;10;6;8;10;8
8130;10;10;10;10;10;10;10;5;10;10;10;10;10;10;10;10;10;10;10
8131;9;8;8;8;5;8;9;9;9;9;9;7;8;9;10;10;10;10;10
8132;9;9;9;10;9;9;9;9;9;10;10;9;10;10;10;10;10;10;10
8133;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8134;6;8;8;9;5;9;9;9;9;9;9;10;10;10;10;10;10;10;10
8135;10;10;10;10;9;10;9;9;10;10;10;10;9;10;10;10;10;10;10
8136;8;9;9;10;9;9;9;10;9;9;10;8;8;8;9;9;9;10;9
8137;10;8;9;10;10;9;10;10;10;10;10;9;9;9;10;10;10;10;10
8138;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8139;9;8;10;10;8;9;8;7;8;9;8;10;8;10;10;8;8;8;9
8140;10;10;10;10;10;9;10;10;10;10;10;8;10;10;10;10;10;10;10
8141;10;10;10;9;10;10;10;10;10;10;10;10;10;10;10;10;10;8;10
8142;7;6;5;7;2;5;4;6;7;7;6;7;6;8;7;8;8;6;5
8143;8;9;8;8;9;8;9;10;7;8;8;5;7;8;6;8;8;9;5
8144;4;1;6;3;1;1;4;1;1;8;7;10;10;10;10;1;5;8;1
8145;10;10;10;10;5;9;10;10;10;10;10;10;5;8;8;8;8;5;5
8146;2;2;2;2;1;1;1;4;4;8;4;8;4;8;4;4;5;5;2
8147;9;10;10;10;8;7;4;8;8;7;7;9;9;9;9;9;9;9;3
8148;2;2;3;4;2;4;4;2;8;8;3;2;1;8;8;3;3;7;2
8149;4;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1
8150;7;7;5;9;1;8;9;10;10;10;9;8;8;9;9;9;9;9;6
8151;10;10;10;10;10;10;10;10;10;10;10;10;9;10;10;10;10;10;10
8152;10;10;10;10;10;10;10;9;10;10;10;9;9;9;10;9;10;10;10
8153;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
8154;10;10;9;10;7;7;10;10;9;9;9;10;10;10;9;8;9;9;9
8155;10;9;9;10;10;10;10;8;8;8;9;10;8;10;10;10;10;10;10
8156;8;9;10;10;8;9;10;10;9;9;10;10;10;10;10;10;10;10;10
8157;8;8;10;10;10;9;9;10;10;10;10;8;10;10;10;8;10;10;10
8158;7;8;8;9;9;8;8;7;8;8;8;8;8;8;8;9;9;9;8
8159;8;8;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9
8160;9;10;10;10;9;9;10;10;10;10;10;8;9;10;10;10;10;10;9
8161;9;8;8;7;6;9;8;5;7;5;4;4;6;9;5;5;4;9;10
8162;6;9;9;9;8;9;9;10;10;10;10;9;9;10;9;9;9;10;8
8163;10;10;10;10;10;10;10;10;9;10;10;7;8;8;10;10;8;8;8
8198;9;9;9;9;9;9;9;9;10;9;9;8;9;8;9;8;9;8;8
8199;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8200;8;9;8;9;9;8;8;9;8;9;8;8;9;8;9;8;9;8;8
8201;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8202;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8203;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8204;8;9;8;9;8;8;9;8;8;8;8;8;9;8;9;8;9;8;8
8205;8;8;8;8;8;8;8;8;9;8;9;8;9;8;9;8;9;8;8
8206;9;8;9;8;9;8;9;8;9;8;9;8;9;8;9;8;9;8;8
8207;10;9;10;9;8;8;9;8;9;8;9;9;10;9;10;9;10;9;9
8208;9;9;8;9;9;9;9;8;9;8;9;9;8;9;8;9;8;9;9
8209;8;9;8;9;8;9;8;9;8;9;8;9;8;8;9;9;8;9;8
8210;9;8;9;8;9;8;8;8;8;9;8;9;8;9;9;9;8;9;9
8211;8;9;8;9;8;9;8;9;8;9;8;9;8;9;8;9;9;9;8
8212;8;9;8;9;8;9;8;9;8;9;8;9;8;9;8;9;9;8;9
8213;7;7;8;7;7;8;7;8;7;8;7;9;9;9;9;9;9;9;9
8214;8;8;9;8;9;8;8;9;8;8;9;8;9;8;8;9;8;8;8
8215;8;8;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8216;8;9;8;8;7;8;8;8;8;8;8;8;9;8;8;9;8;9;8
8217;8;9;8;9;8;9;8;9;8;9;8;9;9;8;9;9;9;9;8
8218;8;9;8;9;8;9;8;9;8;9;8;8;9;8;8;9;8;9;8
8219;9;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8220;8;9;8;9;9;9;9;9;8;9;8;8;9;8;9;8;9;9;8
8221;10;9;10;9;10;9;10;9;10;9;10;9;10;9;10;9;10;9;8
8222;8;8;7;8;7;8;7;7;8;7;8;8;9;8;9;8;9;9;8
8223;9;8;9;8;9;8;9;8;9;8;9;9;8;9;8;9;8;9;8
8224;8;9;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;8
8225;8;7;8;9;8;8;8;9;9;9;9;8;7;7;7;7;7;8;7
8226;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8227;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8228;8;8;9;8;9;8;9;8;9;8;9;8;9;9;9;9;9;9;8
8229;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8230;9;8;9;8;9;8;9;8;9;8;9;9;9;9;9;9;9;9;8
8231;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8232;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8233;9;7;8;7;8;8;9;9;8;8;8;8;9;8;9;9;9;9;8
8234;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8235;8;9;8;9;8;9;8;9;8;9;8;9;8;9;8;9;8;9;9
8236;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8237;9;8;9;8;9;8;9;8;9;8;9;8;9;8;9;8;9;8;8
8238;10;9;9;9;10;9;8;9;9;8;10;10;9;10;9;10;9;10;10
8239;8;8;9;8;9;8;9;8;9;8;9;8;9;8;9;8;9;8;8
8240;9;8;8;8;9;8;9;8;9;8;9;8;9;9;10;9;9;9;8
8241;8;8;9;8;9;8;9;8;9;8;9;8;9;8;9;8;9;8;8
8242;9;9;9;9;9;9;8;8;8;8;9;9;9;9;9;9;9;9;8
8243;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8244;9;8;9;8;9;8;9;9;9;9;9;9;9;9;8;9;8;9;9
8245;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8246;8;9;9;9;9;10;9;8;9;9;9;8;8;8;9;9;8;8;8
8247;8;9;8;9;8;9;8;9;8;9;8;8;9;8;8;8;9;9;8
8248;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8249;9;8;9;8;9;8;9;8;9;8;9;8;9;8;8;8;9;9;8
8250;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8251;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8252;8;9;8;9;8;9;9;9;9;9;9;8;9;8;9;8;9;8;8
8253;8;9;8;9;8;9;8;9;9;9;9;8;9;8;9;8;9;8;8
8254;8;9;8;9;8;9;8;9;8;9;8;8;9;8;9;8;9;8;8
8255;8;7;7;8;8;9;8;9;8;9;5;5;9;5;9;8;9;8;8
8256;8;9;8;9;8;8;9;9;9;9;9;9;9;9;9;9;9;9;8
8257;8;9;9;8;8;9;8;9;8;9;8;9;8;9;8;9;8;9;9
8283;9;9;9;9;9;9;9;10;8;9;9;9;9;9;9;8;8;10;9
8284;9;10;10;9;9;9;9;10;10;9;9;7;8;8;9;9;9;9;9
8285;9;9;9;9;8;9;8;7;9;9;9;9;9;10;9;10;10;9;9
8286;9;10;10;9;9;9;9;7;10;9;9;7;10;9;9;7;8;10;10
8287;9;10;9;10;9;9;8;10;10;9;9;10;10;9;9;8;8;8;10
8288;9;10;10;10;9;9;9;10;10;9;9;10;10;9;7;9;8;7;9
8289;9;10;10;10;9;9;9;8;10;9;9;8;10;9;9;9;9;10;10
8290;9;10;9;10;9;9;9;8;9;9;9;10;10;9;9;8;8;10;9
8291;9;10;10;10;9;9;8;5;10;9;9;5;8;8;5;9;8;7;8
8292;9;9;9;9;9;9;9;10;9;9;9;9;9;9;9;9;9;7;9
8293;9;8;8;8;9;9;9;7;7;9;9;8;8;9;8;8;9;8;9
8294;9;9;9;9;10;10;9;10;10;9;10;7;10;9;9;9;9;9;10
8295;9;9;9;9;9;8;8;9;9;9;10;9;9;9;8;9;8;9;9
8296;9;9;8;9;9;8;7;9;9;9;9;9;6;7;9;8;8;9;8
8297;9;10;9;10;9;9;10;10;10;9;9;10;10;9;9;9;9;10;10
8298;9;10;8;8;9;9;6;7;9;9;9;9;9;9;9;9;8;8;8
8299;9;9;9;9;9;9;9;8;8;10;10;8;10;8;9;9;9;10;9
8300;9;10;10;9;9;9;10;10;10;9;9;5;10;10;9;9;9;8;10
8301;9;8;8;8;8;7;7;5;8;8;8;8;8;8;9;8;7;10;8
8302;9;10;9;10;8;8;8;8;10;8;9;9;10;9;9;9;9;10;9
8303;8;8;8;8;7;7;7;5;8;8;8;7;7;8;9;8;8;8;8
8304;9;8;8;8;9;9;8;9;9;9;9;6;7;9;7;8;8;9;9
8305;9;10;9;10;9;9;9;9;10;9;9;10;10;9;9;9;9;10;10
8306;9;8;8;8;9;9;8;9;8;8;9;8;8;8;9;9;8;9;9
8307;9;10;10;9;9;9;9;10;10;10;9;10;9;9;9;8;8;10;10
8308;9;7;7;8;8;8;8;10;10;9;8;10;10;10;10;10;10;10;10
8309;8;9;9;9;8;8;9;9;8;8;8;9;8;9;8;8;8;8;9
8310;8;8;9;9;8;8;10;7;8;9;8;9;10;9;9;9;9;9;8
8311;8;9;9;10;8;8;9;9;9;9;9;10;8;8;9;8;7;10;7
8312;8;9;9;9;8;9;8;9;8;8;8;9;9;9;8;9;9;8;9
8313;8;6;9;9;7;7;7;4;9;8;8;7;8;9;9;9;9;9;9
8314;9;9;9;9;8;8;7;7;8;9;9;9;8;8;9;8;8;10;9
8315;9;9;8;9;8;8;7;3;8;8;8;9;9;9;9;8;9;10;8
8316;9;10;10;10;8;8;7;7;10;9;9;10;10;9;9;8;10;9;10
8317;9;8;8;8;9;9;9;7;9;9;9;8;8;8;8;8;9;8;8
8318;9;8;8;8;8;7;7;7;9;8;9;9;7;8;8;9;9;9;10
8319;9;10;9;10;9;9;8;8;9;9;9;8;8;8;8;8;7;8;7
8320;9;10;10;10;9;8;8;8;9;10;9;10;10;10;10;10;10;10;10
8321;9;10;10;10;8;8;9;8;10;8;9;10;10;10;9;9;10;9;10
8322;9;9;10;9;7;8;8;9;10;9;9;10;10;9;9;9;10;10;10
8323;9;10;10;10;8;8;9;7;10;9;8;8;10;7;9;8;10;10;10
8324;7;6;4;7;7;6;6;8;7;7;7;7;8;9;8;8;8;10;7
8325;9;9;10;10;8;8;9;10;10;9;9;10;10;10;10;9;10;10;10
8326;10;10;10;9;8;9;9;9;9;9;9;8;10;10;9;9;8;10;8
8327;9;10;10;10;8;8;9;8;10;8;9;10;9;9;10;9;8;9;8
8328;10;7;10;10;8;9;9;5;9;9;9;9;8;8;10;8;8;10;9
8329;9;10;10;10;8;8;9;9;10;10;9;10;10;10;9;9;9;9;10
8330;9;8;10;10;8;8;10;6;10;9;9;10;10;10;10;10;10;10;9
8331;7;5;9;9;8;8;8;4;10;9;8;9;10;9;9;9;8;9;7
8332;9;10;10;10;9;9;10;2;10;8;9;7;3;10;10;9;7;10;8
8333;9;8;8;8;8;8;9;9;8;8;9;9;9;9;9;9;9;10;8
8334;8;4;5;5;6;6;6;1;3;8;8;8;8;8;8;8;6;10;6
8335;9;8;9;10;8;8;9;7;8;8;8;8;8;8;9;8;8;10;8
8336;8;8;6;6;7;7;8;8;8;7;8;9;9;8;9;8;9;10;8
8337;9;9;8;7;8;8;9;5;9;8;8;10;9;9;9;7;7;9;8
8338;8;7;8;8;9;9;10;7;8;8;8;9;9;9;9;9;8;8;8
8339;8;8;10;10;8;8;8;4;10;8;8;8;9;9;9;8;9;10;8
8340;9;7;7;9;8;8;8;6;7;8;8;8;10;10;9;8;9;8;9
8341;8;5;9;8;8;8;7;6;8;8;8;5;7;7;7;8;8;8;7
8342;8;4;6;5;7;7;8;7;5;8;8;7;9;9;8;5;5;8;7
8343;8;8;9;9;7;7;9;1;8;8;8;5;5;2;9;5;6;9;8
8344;8;10;9;10;8;8;8;8;7;7;8;10;10;8;9;8;8;10;10
8345;8;8;8;8;8;8;9;9;9;9;8;5;8;8;9;7;7;9;7
8346;8;7;7;7;8;8;9;8;9;8;9;8;8;8;10;10;10;10;10
8347;4;2;2;6;6;6;6;10;5;7;7;5;7;8;9;8;9;10;4
8348;9;3;8;9;9;9;9;3;10;10;8;10;10;10;9;9;9;10;6
8349;8;5;8;8;8;7;7;5;7;8;8;7;8;8;7;9;9;7;6
8350;8;3;5;7;7;7;8;4;7;7;8;5;9;8;9;7;9;9;5
8351;8;6;7;6;7;8;8;5;7;8;8;7;7;7;8;7;5;7;5
8352;8;4;8;9;7;7;8;7;7;8;8;9;8;8;8;8;8;9;5
8353;8;5;10;10;10;8;9;4;9;9;9;10;10;9;10;10;9;10;6
8354;8;9;10;10;7;7;7;3;10;8;8;10;10;9;10;9;10;10;6
8355;8;5;10;10;8;8;10;1;10;8;9;10;10;10;8;8;8;9;6
8356;7;5;9;9;7;8;9;4;8;7;7;8;8;9;9;8;8;9;5
8357;9;9;9;10;9;9;8;7;10;9;9;10;10;9;10;10;10;10;6
8392;5;6;5;6;8;8;8;6;5;7;7;8;9;8;9;9;8;9;5
8393;6;6;8;7;9;8;8;6;7;6;7;8;6;7;9;9;7;9;6
8394;8;9;9;9;8;8;8;9;9;9;9;9;8;9;8;9;8;10;10
8395;8;9;8;9;8;9;8;9;8;9;10;8;9;8;9;8;9;10;10
8396;9;9;8;9;7;8;9;7;8;9;9;8;9;10;9;9;8;10;9
8397;9;8;9;8;9;8;9;8;9;8;9;9;8;9;9;6;8;9;9
8398;9;8;8;9;8;9;7;7;8;9;10;10;8;9;10;7;8;10;9
8399;9;8;9;8;9;10;8;9;9;9;10;8;9;10;9;8;9;10;9
8400;8;9;8;9;10;9;8;9;8;9;10;8;9;8;9;9;9;10;9
8401;9;9;8;9;7;8;9;10;9;8;9;8;9;8;9;9;8;10;10
8402;8;9;9;8;9;9;8;9;8;9;10;8;9;8;9;8;8;10;9
8403;8;9;8;9;8;9;8;10;9;10;9;8;9;8;9;10;9;10;10
8404;8;9;8;9;10;9;8;9;9;8;10;9;8;9;10;9;8;10;10
8405;9;8;9;8;9;8;9;8;9;8;10;8;9;8;9;8;9;8;9
8406;8;9;8;9;8;10;8;9;8;9;10;9;8;9;8;9;8;9;10
8407;9;8;9;10;8;9;9;8;9;8;9;8;8;7;9;8;8;9;10
8408;9;8;9;10;8;9;8;9;8;9;10;9;9;8;9;9;8;10;9
8409;9;10;10;9;8;10;9;7;8;9;10;9;8;9;8;8;9;10;9
8410;8;9;8;9;10;8;9;8;9;10;10;8;9;8;9;9;9;10;10
8411;8;9;8;9;8;9;8;9;10;9;10;8;8;9;10;9;8;10;8
8412;8;9;8;9;8;9;10;9;8;9;10;8;9;8;9;9;10;9;10
8413;8;9;10;9;8;9;10;9;8;9;10;8;9;7;8;9;9;7;8
8414;8;9;8;9;9;8;9;10;9;8;10;8;9;8;9;10;9;8;9
8415;9;8;9;8;9;8;9;8;9;10;10;9;8;9;8;10;9;10;9
8416;8;9;8;9;8;9;10;9;8;9;10;9;8;9;9;8;9;8;9
8417;8;9;8;9;8;9;9;9;8;9;10;9;8;8;9;8;9;10;9
8418;8;9;10;9;10;9;9;8;9;8;9;8;9;8;9;9;8;9;9
8419;9;9;10;8;7;9;8;6;8;9;10;9;7;9;8;6;8;10;8
8420;9;10;9;10;8;9;8;7;9;8;9;9;10;8;9;7;8;9;9
8421;9;9;10;9;8;9;8;9;8;9;10;8;9;8;9;7;8;9;9
8422;9;9;9;10;10;9;7;9;9;8;10;8;9;9;9;7;8;10;10
8423;8;9;8;9;8;10;8;9;10;9;8;8;9;8;9;9;10;10;9
8424;9;9;10;9;9;9;9;8;9;10;10;8;9;9;9;8;10;10;8
8425;9;8;9;8;9;10;9;8;9;10;9;9;8;9;8;8;9;8;8
8426;8;9;8;9;8;10;8;9;8;9;10;8;9;8;9;8;9;10;9
8427;9;10;9;10;8;9;10;8;9;9;10;8;10;9;8;9;9;9;9
8428;8;9;8;9;8;10;7;8;7;8;9;8;9;8;8;8;9;9;10
8429;8;9;8;9;10;9;8;9;8;9;10;9;8;9;8;8;9;10;10
8430;8;9;8;9;8;9;10;9;8;9;10;8;9;8;9;9;8;9;10
8431;8;9;10;9;8;9;10;9;10;9;10;8;9;8;9;9;10;9;9
8469;10;10;10;9;2;9;8;8;9;8;8;7;6;7;6;4;4;8;10
8470;10;10;9;9;10;9;10;9;10;10;10;10;9;9;8;9;8;8;9
8471;9;8;9;8;6;8;7;8;7;8;8;7;8;7;8;7;8;8;8
8472;9;8;9;8;8;8;8;8;7;8;8;7;7;7;8;5;6;8;8
8473;9;9;9;9;9;9;9;9;9;9;9;9;8;8;7;8;7;8;9
8474;5;7;8;8;8;7;8;8;8;8;6;6;6;5;6;7;6;7;6
8475;8;8;8;8;4;8;8;8;8;8;8;8;7;8;7;8;7;8;8
8476;8;8;8;8;4;8;8;8;7;8;8;8;7;8;5;4;5;5;8
8477;10;10;10;10;7;10;10;10;10;10;10;10;9;7;5;6;7;7;10
8478;8;7;8;8;8;7;8;8;7;8;8;8;7;8;7;6;7;6;8
8479;8;7;8;8;9;9;9;9;9;9;9;9;7;8;7;8;7;8;9
8480;8;7;8;9;9;9;9;9;9;9;9;7;6;8;7;8;6;8;9
8481;8;8;8;8;2;8;8;8;8;8;8;8;8;7;6;7;7;8;8
8482;9;8;8;8;7;8;9;8;8;8;8;7;6;7;8;6;7;8;8
8483;8;8;8;8;8;9;8;7;8;8;8;8;7;8;7;8;7;7;8
8484;10;10;10;10;10;10;10;10;9;10;10;9;9;8;9;9;9;9;10
8485;8;8;8;8;8;8;8;8;8;8;8;8;7;8;7;7;7;8;8
8486;8;8;8;8;8;8;8;8;8;8;8;8;7;8;7;7;6;7;8
8487;10;10;8;7;5;6;5;4;5;4;5;9;9;9;9;9;9;9;6
8488;9;9;9;9;9;9;9;9;9;9;9;7;6;7;6;7;7;6;9
8489;6;6;6;6;6;6;6;6;6;6;6;8;8;8;8;8;8;8;7
8490;10;10;10;10;10;10;10;10;10;10;10;8;9;8;8;9;7;8;9
8491;10;10;10;10;10;10;10;10;10;10;10;10;9;8;7;8;8;7;10
8492;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8493;10;10;9;9;3;9;10;10;10;10;10;8;8;8;8;7;6;2;10
8494;10;10;9;10;9;10;9;9;9;9;9;9;9;9;9;8;7;7;10
8495;9;9;8;9;3;8;9;8;9;9;9;8;7;6;6;7;6;7;8
8496;8;8;8;8;8;9;9;8;9;8;8;8;7;6;8;8;6;8;8
8497;8;8;8;8;8;8;8;8;8;8;8;8;7;7;7;7;8;7;8
8498;10;10;10;10;4;9;10;9;10;10;10;8;7;6;8;6;5;9;10
8538;9;9;9;9;9;9;9;9;10;10;10;9;9;9;10;10;10;10;9
8539;9;9;9;9;9;8;10;10;10;10;10;9;9;9;9;9;9;9;9
8540;8;8;8;9;9;10;10;9;9;9;9;9;9;9;9;8;8;8;9
8541;9;9;9;10;10;10;10;10;10;10;9;9;9;9;9;9;9;9;10
8542;9;9;9;9;8;8;8;9;9;9;9;10;10;9;9;9;9;9;9
8543;10;10;10;10;10;10;10;10;10;10;10;9;10;10;9;10;10;10;10
8544;9;9;9;9;9;9;10;9;9;10;9;9;9;9;9;10;10;10;9
8545;8;8;8;9;9;9;10;10;10;10;10;9;9;9;9;10;10;10;9
8546;8;8;8;9;9;9;9;8;8;8;8;9;9;9;9;10;10;9;8
8547;8;8;8;8;9;9;8;8;8;8;8;8;8;9;9;8;8;9;8
8548;7;7;7;7;7;8;8;8;7;7;8;8;8;9;9;10;10;10;7
8549;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;9;9;9
8550;9;9;9;9;9;9;9;8;8;9;8;8;8;8;8;9;8;8;9
8551;8;8;8;8;9;9;9;9;9;9;9;9;9;9;10;10;9;9;9
8552;10;10;10;10;10;10;10;9;9;10;10;9;9;9;9;9;9;9;10
8553;9;9;9;9;9;10;10;10;10;10;10;9;9;10;10;10;10;9;9
8554;10;10;10;10;9;9;10;10;10;9;10;10;10;9;9;9;8;8;10
8555;7;7;7;7;7;8;7;7;7;7;8;8;8;8;8;9;9;8;7
8556;10;10;10;10;10;9;9;9;9;9;8;8;8;8;8;8;8;9;9
8557;9;9;9;8;9;9;9;8;9;9;9;9;9;9;9;9;8;8;9
8558;9;8;9;8;9;9;9;9;8;8;8;9;9;9;8;8;8;8;9
8559;9;9;9;9;8;8;8;8;8;9;9;9;9;8;8;8;8;8;9
8560;9;9;9;9;9;9;10;9;10;9;9;9;10;10;10;9;9;9;9
8561;9;9;9;9;10;10;10;10;9;8;9;8;8;8;8;8;8;9;7
8562;10;10;10;10;10;9;9;9;10;10;9;9;9;8;9;10;10;10;10
8563;10;10;10;9;9;9;10;10;10;10;10;9;9;9;10;10;9;10;10
8564;8;8;8;8;8;8;8;9;8;8;8;8;8;9;9;9;8;8;8
8565;9;9;9;9;10;10;9;9;9;9;10;9;9;9;8;8;8;9;9
8566;8;8;8;9;9;9;9;9;9;9;9;10;10;10;9;9;9;10;9
8567;9;9;9;9;9;8;8;8;7;7;8;10;8;10;10;7;7;10;10
8568;9;9;9;9;9;9;10;10;10;10;10;9;8;9;8;9;9;9;9
8569;7;7;7;8;8;8;7;7;7;7;7;8;8;8;8;7;7;9;7
8570;7;8;8;8;9;9;9;9;8;8;8;9;9;9;9;8;10;10;7
8571;9;9;9;10;10;10;10;10;10;10;10;9;9;9;9;10;10;10;10
8572;9;9;9;10;10;10;10;10;10;10;10;9;9;10;10;9;9;9;10
8573;8;8;8;8;8;8;8;8;9;9;9;8;8;8;8;9;9;9;8
8574;10;10;10;9;9;9;9;9;10;10;10;9;9;9;9;9;9;9;9
8575;9;9;9;9;10;10;9;10;10;10;9;9;9;10;10;10;10;9;9
8576;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8577;10;10;10;10;10;10;10;10;10;10;10;10;10;9;10;10;10;10;10
8578;10;10;10;10;10;10;10;10;10;10;10;9;9;9;10;10;10;10;10
8579;10;10;10;10;10;10;10;9;9;10;10;10;10;10;10;10;10;10;10
8580;8;8;8;8;9;9;9;8;8;8;8;9;9;9;9;10;10;10;8
8581;9;9;9;10;10;10;9;9;9;9;9;9;9;9;9;10;10;10;9
8582;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
8583;8;8;8;8;8;9;9;9;8;8;8;8;8;9;9;9;8;8;8
8584;8;8;8;7;7;7;7;7;7;7;8;8;8;9;9;9;9;9;8
